Name,Adduct,mz,Formula,MS2,isosmiles,Database,is_oecdpfas,analogue_score,analogue_score_num
"Massbank:LU059453 Diflufenican|N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",M-H,393.067,C19H11F5N2O2,65.003304:72229.398438 66.034897:4044.100098 68.995796:37883.800781 76.019402:3871.699951 85.009499:4469.399902 89.003197:4075.399902 94.0299:4994.399902 96.025497:71907.0 109.009399:3628.5 140.015503:2687.899902 143.011307:17215.400391 152.015396:7003.600098 160.038498:2962.199951 161.021896:70539.898438 166.029907:10245.799805 176.015106:4416.899902 183.036804:2532.300049 185.052002:451922.8125 186.035995:47419.199219 198.036606:2854.300049 200.039307:10099.400391 201.047104:7911.600098 209.034805:4760.899902 211.031693:10673.400391 212.031601:25588.300781 228.033905:9147.0 229.041794:64458.898438 232.037704:35609.300781 235.048798:14671.299805 238.048798:17541.199219 250.027496:2488.100098 252.044205:766684.375 257.051788:9741.0 259.067505:4966.399902 263.019897:5173.799805 263.044312:18494.300781 264.050201:3614.600098 267.031403:9438.200195 268.044708:6620.399902 269.052094:52479.101562 270.035095:30105.300781 271.031006:2964.5 272.050507:977857.625 276.028198:13539.099609 277.058105:6134.0 284.034088:6974.200195 285.047089:30999.699219 288.051208:4036.699951 289.058289:121948.398438 293.053101:11906.5 296.056305:6010.799805 297.064301:26567.199219 301.041412:4313.200195 302.059692:21937.800781 305.053314:21374.5 307.048706:8464.299805 308.056305:2593.800049 309.064606:117315.796875 313.041412:14104.700195 321.047394:2728.899902 324.051514:31913.0 325.059387:117569.898438 326.042206:4264.5 327.054993:6586.600098 327.075409:2883.399902 328.06311:43831.898438 329.070709:110041.703125 333.048615:19852.599609 335.043915:34057.601562 336.0354:6646.600098 345.065094:27955.5 346.0495:6827.299805 352.046295:7239.700195 353.054291:106340.703125 355.049988:5040.700195 373.060211:23132.599609,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,GNPS,1,0.0069397902253527,37
"Massbank:LU059453 Diflufenican|N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",M-H,393.067,C19H11F5N2O2,65.003304:72229.398438 66.034897:4044.100098 68.995796:37883.800781 76.019402:3871.699951 85.009499:4469.399902 89.003197:4075.399902 94.0299:4994.399902 96.025497:71907.0 109.009399:3628.5 140.015503:2687.899902 143.011307:17215.400391 152.015396:7003.600098 160.038498:2962.199951 161.021896:70539.898438 166.029907:10245.799805 176.015106:4416.899902 183.036804:2532.300049 185.052002:451922.8125 186.035995:47419.199219 198.036606:2854.300049 200.039307:10099.400391 201.047104:7911.600098 209.034805:4760.899902 211.031693:10673.400391 212.031601:25588.300781 228.033905:9147.0 229.041794:64458.898438 232.037704:35609.300781 235.048798:14671.299805 238.048798:17541.199219 250.027496:2488.100098 252.044205:766684.375 257.051788:9741.0 259.067505:4966.399902 263.019897:5173.799805 263.044312:18494.300781 264.050201:3614.600098 267.031403:9438.200195 268.044708:6620.399902 269.052094:52479.101562 270.035095:30105.300781 271.031006:2964.5 272.050507:977857.625 276.028198:13539.099609 277.058105:6134.0 284.034088:6974.200195 285.047089:30999.699219 288.051208:4036.699951 289.058289:121948.398438 293.053101:11906.5 296.056305:6010.799805 297.064301:26567.199219 301.041412:4313.200195 302.059692:21937.800781 305.053314:21374.5 307.048706:8464.299805 308.056305:2593.800049 309.064606:117315.796875 313.041412:14104.700195 321.047394:2728.899902 324.051514:31913.0 325.059387:117569.898438 326.042206:4264.5 327.054993:6586.600098 327.075409:2883.399902 328.06311:43831.898438 329.070709:110041.703125 333.048615:19852.599609 335.043915:34057.601562 336.0354:6646.600098 345.065094:27955.5 346.0495:6827.299805 352.046295:7239.700195 353.054291:106340.703125 355.049988:5040.700195 373.060211:23132.599609,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,GNPS,1,0.0069397902253527,37
14:2:3 FTECA,[M-H]-,835.00427,C19H9F29O3,59.01277:312087 69.53082:8385 80.82347:8971 89.0184:7312 89.02318:1135367 118.99088:12741 225.88452:6738 242.97736:6374 242.98811:22114 307.77875:9385 316.98315:19772 594.15637:12513 616.96277:32903 654.95435:321581 682.95795:67438 702.95892:103912,O=C(O)CCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.0069332677958378495,16
"Massbank:EQ326454 Dexamethasone acetate|Dexamethason-21-acetate|[2-(9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",M-H,433.203,C24H31FO6,59.013802:6427688.5 71.013901:14685.5 71.050301:8550.299805 73.029602:53035.398438 83.050201:14860.5 95.050102:11270.700195 99.045097:28085.800781 101.024399:20536.599609 107.050201:24510.5 109.065804:6727.299805 111.045097:6479.399902 119.050201:15664.799805 121.029503:12704.599609 121.065804:108311.796875 122.037201:6714.299805 123.045097:20722.400391 123.081497:9719.099609 131.050095:15888.099609 133.065796:78942.601562 135.045105:15948.900391 135.081497:10258.099609 137.060699:17476.699219 143.050003:10712.299805 144.0578:10982.200195 145.065796:21513.400391 147.081497:47406.398438 149.060699:46179.5 151.076294:17876.0 157.065796:20750.400391 159.045197:6750.799805 159.081497:25509.199219 160.052994:6731.899902 161.060699:30773.300781 163.076508:9327.900391 165.055603:14130.200195 169.065796:12668.799805 171.045197:12791.299805 171.081497:22260.400391 172.052994:31384.599609 173.060593:39891.101562 173.097:18094.599609 174.068497:8756.299805 175.039993:38687.0 175.076294:18689.800781 176.047806:24614.400391 177.092102:10635.599609 183.081299:8652.200195 185.060699:35672.699219 186.068497:37974.898438 187.076401:22777.900391 189.055695:39734.199219 189.092194:15803.5 190.0634:19833.699219 191.071304:22342.699219 195.081207:7445.299805 197.060501:15938.400391 199.076202:10045.599609 201.092102:16516.800781 203.071304:27094.199219 204.078995:18694.199219 207.081406:8042.0 208.089096:14957.599609 209.097198:11929.299805 210.068497:13838.599609 221.097107:11354.0 223.076508:17410.0 224.084396:8795.200195 225.092102:9844.5 227.107895:8958.0 235.112701:8822.099609 237.092102:7915.100098 239.107498:8537.0 241.123398:15486.900391 247.112793:19766.0 249.128601:7485.0 253.123398:6663.0 255.138504:7212.899902 261.091797:11311.299805 261.127991:8507.400391 263.107605:21802.0 264.115204:9665.900391 265.123108:61253.398438 269.154694:6683.299805 274.100189:8735.400391 275.107788:17736.5 277.086914:120267.101562 277.122986:22304.800781 279.102386:19312.0 279.138885:18235.5 281.118195:7348.100098 289.123413:23346.900391 291.1026:91911.101562 291.137909:9505.099609 292.110504:211692.90625 293.118286:48373.601562 295.133789:30360.400391 296.141602:39421.5 305.118195:31386.400391 307.133789:112025.5 308.141815:15026.5 309.113007:12456.400391 309.149597:13041.700195 310.121094:46167.601562 311.128906:18647.099609 311.165192:33640.898438 319.133606:10260.099609 323.128693:56923.5 325.144501:100192.601562 337.144501:59360.0 338.152496:7413.600098 353.17569:49183.699219,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,GNPS,0,0.006900506971338469,37
"MoNA:761583 [2-(9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",M-H,433.203,C24H31FO6,59.0138:100.0 71.0139:0.228472 71.0503:0.133023 73.0296:0.825108 83.0502:0.231195 95.0501:0.175346 99.0451:0.43695 101.0244:0.319502 107.0502:0.381327 109.0658:0.104661 111.0451:0.100805 119.0502:0.243708 121.0295:0.197654 121.0658:1.685082 122.0372:0.104459 123.0451:0.322393 123.0815:0.151207 131.0501:0.247182 133.0658:1.228165 135.0451:0.248128 135.0815:0.159592 137.0607:0.271897 143.05:0.166659 144.0578:0.170858 145.0658:0.334699 147.0815:0.737534 149.0607:0.718446 151.0763:0.278109 157.0658:0.322828 159.0452:0.105027 159.0815:0.396864 160.053:0.104733 161.0607:0.478762 163.0765:0.145121 165.0556:0.219833 169.0658:0.197097 171.0452:0.199003 171.0815:0.34632 172.053:0.488272 173.0606:0.620613 173.097:0.28151 174.0685:0.136228 175.04:0.60188 175.0763:0.29077 176.0478:0.382943 177.0921:0.165465 183.0813:0.134608 185.0607:0.554985 186.0685:0.590802 187.0764:0.354372 189.0557:0.618172 189.0922:0.245866 190.0634:0.308567 191.0713:0.347601 195.0812:0.115832 197.0605:0.247965 199.0762:0.156286 201.0921:0.256963 203.0713:0.421523 204.079:0.290839 207.0814:0.125115 208.0891:0.232706 209.0972:0.185592 210.0685:0.215297 221.0971:0.176642 223.0765:0.270859 224.0844:0.136833 225.0921:0.153158 227.1079:0.139366 235.1127:0.137252 237.0921:0.123141 239.1075:0.132816 241.1234:0.24094 247.1128:0.307513 249.1286:0.116449 253.1234:0.103661 255.1385:0.112216 261.0918:0.175978 261.128:0.132356 263.1076:0.339189 264.1152:0.150379 265.1231:0.952962 269.1547:0.103977 274.1002:0.135903 275.1078:0.275939 277.0869:1.871079 277.123:0.347011 279.1024:0.30045 279.1389:0.283702 281.1182:0.114319 289.1234:0.363224 291.1026:1.429925 291.1379:0.147877 292.1105:3.293453 293.1183:0.752582 295.1338:0.472338 296.1416:0.613308 305.1182:0.4883 307.1338:1.742858 308.1418:0.233778 309.113:0.193793 309.1496:0.202899 310.1211:0.718261 311.1289:0.290106 311.1652:0.523375 319.1336:0.159623 323.1287:0.885598 325.1445:1.558766 337.1445:0.923505 338.1525:0.115339 353.1757:0.765185,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,GNPS,0,0.0069005052809408135,37
Nilutamide,[M-H]-,316.0551,C12H10F3N3O4,50.0036:5 55.0189:173 65.0146:2 65.9986:44 68.9958:10 70.9939:15 74.0037:11 77.0146:7 84.0455:27 86.9888:21 89.0146:2 89.9984:5 90.0349:2 91.0063:4 92.0141:6 93.0095:7 100.0193:5 101.0147:9 107.0176:4 108.9906:3 110.0048:2 111:4 113.9989:4 114.035:5 115.0301:2 118.0297:4 120.0094:2 123.0125:5 126.0162:6 126.0348:11 134.0048:6 135.0126:7 135.025:2 138.0162:3 138.9952:1 139.0303:2 141.0459:25 142.0298:6 143.0138:2 146.0235:6 149.0284:2 154.011:29 155.0188:19 155.0376:4 156.0269:3 156.0455:14 157.041:2 158.0237:2 158.0408:5 158.0614:2 160.038:57 161.9993:10 162.017:3 163.0014:2 165.0104:15 166.0111:2 166.0299:6 167.0377:3 169.0409:7 170.0248:2 173.0094:14 173.0483:4 174.0173:8 174.0365:3 175.025:125 175.0435:8 176.0091:24 179.0315:24 180.0266:5 182.0059:124 183.0425:22 184.038:4 185.0093:8 185.022:28 185.0359:3 186.0173:24 186.0361:37 187.0439:15 187.9967:5 188.0325:4 189.0168:14 190.0122:196 192.0268:2 194.042:4 195.014:3 198.0539:11 199.0376:290 200.0229:3 200.0329:17 200.0455:23 200.069:12 201.005:4 202.0122:825 203.0472:11 204.0275:29 205.023:479 206.007:162 206.0423:53 207.0258:3 208.0216:10 209.0293:9 211.0251:10 211.0373:5 212.0329:14 214.012:5 214.0488:7 215.0326:9 215.0557:5 222.0372:78 225.0408:20 226.0486:214 227.0563:115 228.0278:49 229.0482:3 230.0434:21 231.0026:13 232.0095:11 241.0356:3 242.0435:116 243.0154:2 243.0383:4 243.0511:24 245.054:4 254.031:11 255.0395:6 257.0312:5 258.0253:12 271.0337:15 273.0494:999 301.031:3,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,MassBank,1,0.006881206421022328,30
Diflufenican,[M-H]-,393.0668,C19H11F5N2O2,65.0033:73 66.0349:4 68.9958:38 76.0194:3 85.0095:4 89.0032:4 94.0299:5 96.0255:73 109.0094:3 140.0155:2 143.0113:17 152.0154:7 160.0385:3 161.0219:72 166.0299:10 176.0151:4 183.0368:2 185.052:461 186.036:48 198.0366:2 200.0393:10 201.0471:8 209.0348:4 211.0317:10 212.0316:26 228.0339:9 229.0418:65 232.0377:36 235.0488:14 238.0488:17 250.0275:2 252.0442:783 257.0518:9 259.0675:5 263.0199:5 263.0443:18 264.0502:3 267.0314:9 268.0447:6 269.0521:53 270.0351:30 271.031:3 272.0505:999 276.0282:13 277.0581:6 284.0341:7 285.0471:31 288.0512:4 289.0583:124 293.0531:12 296.0563:6 297.0643:27 301.0414:4 302.0597:22 305.0533:21 307.0487:8 308.0563:2 309.0646:119 313.0414:14 321.0474:2 324.0515:32 325.0594:120 326.0422:4 327.055:6 327.0754:2 328.0631:44 329.0707:112 333.0486:20 335.0439:34 336.0354:6 345.0651:28 346.0495:6 352.0463:7 353.0543:108 355.05:5 373.0602:23,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,MassBank,1,0.0068648183969217125,37
Massbank:LU073653 2-chloro-4-fluoro-N-[(E)-2-phenylethenyl]sulfonylbenzamide|2-Chloro-4-fluoro-N-{[(E)-2-phenylethenyl]sulfonyl}benzamide|PharmaGSID_48516,M-H,338.006,C15H11ClFNO3S,61.970501:16125.900391 63.962399:25502.300781 77.9655:28485.300781 79.981201:62435.0 80.965202:14071.099609 91.055298:19377.199219 101.039703:752970.875 105.960403:14642.700195 116.050598:60660.898438 117.034599:134745.796875 119.050201:3845909.0 128.991302:55277.199219 136.020401:17310.199219 153.986801:11453.400391 165.001404:5481.200195 167.017197:26304.800781 171.997101:722267.0 183.012207:35396.300781 183.987396:12205.400391 199.9823:9236.400391 208.007706:16596.300781 238.067398:140425.5 247.033401:5439.200195 302.029907:17362.5 338.006104:103361.101562,O=C(NS(=O)(=O)C=Cc1ccccc1)c1ccc(F)cc1Cl,GNPS,0,0.00686145759987367,22
Massbank:LU073653 2-chloro-4-fluoro-N-[(E)-2-phenylethenyl]sulfonylbenzamide|2-Chloro-4-fluoro-N-{[(E)-2-phenylethenyl]sulfonyl}benzamide|PharmaGSID_48516,M-H,338.006,C15H11ClFNO3S,61.970501:16125.900391 63.962399:25502.300781 77.9655:28485.300781 79.981201:62435.0 80.965202:14071.099609 91.055298:19377.199219 101.039703:752970.875 105.960403:14642.700195 116.050598:60660.898438 117.034599:134745.796875 119.050201:3845909.0 128.991302:55277.199219 136.020401:17310.199219 153.986801:11453.400391 165.001404:5481.200195 167.017197:26304.800781 171.997101:722267.0 183.012207:35396.300781 183.987396:12205.400391 199.9823:9236.400391 208.007706:16596.300781 238.067398:140425.5 247.033401:5439.200195 302.029907:17362.5 338.006104:103361.101562,O=C(NS(=O)(=O)C=Cc1ccccc1)c1ccc(F)cc1Cl,GNPS,0,0.00686145759987367,22
Dexamethasone acetate,[M-H]-,433.2032,C24H31FO6,59.0138:999 71.0139:2 71.0503:1 73.0296:8 83.0502:2 95.0501:1 99.0451:4 101.0244:3 107.0502:3 109.0658:1 111.0451:1 119.0502:2 121.0295:1 121.0658:16 122.0372:1 123.0451:3 123.0815:1 131.0501:2 133.0658:12 135.0451:2 135.0815:1 137.0607:2 143.05:1 144.0578:1 145.0658:3 147.0815:7 149.0607:7 151.0763:2 157.0658:3 159.0452:1 159.0815:3 160.053:1 161.0607:4 163.0765:1 165.0556:2 169.0658:1 171.0452:1 171.0815:3 172.053:4 173.0606:6 173.097:2 174.0685:1 175.04:6 175.0763:2 176.0478:3 177.0921:1 183.0813:1 185.0607:5 186.0685:5 187.0764:3 189.0557:6 189.0922:2 190.0634:3 191.0713:3 195.0812:1 197.0605:2 199.0762:1 201.0921:2 203.0713:4 204.079:2 207.0814:1 208.0891:2 209.0972:1 210.0685:2 221.0971:1 223.0765:2 224.0844:1 225.0921:1 227.1079:1 235.1127:1 237.0921:1 239.1075:1 241.1234:2 247.1128:3 249.1286:1 253.1234:1 255.1385:1 261.0918:1 261.128:1 263.1076:3 264.1152:1 265.1231:9 269.1547:1 274.1002:1 275.1078:2 277.0869:18 277.123:3 279.1024:3 279.1389:2 281.1182:1 289.1234:3 291.1026:14 291.1379:1 292.1105:32 293.1183:7 295.1338:4 296.1416:6 305.1182:4 307.1338:17 308.1418:2 309.113:1 309.1496:2 310.1211:7 311.1289:2 311.1652:5 319.1336:1 323.1287:8 325.1445:15 337.1445:9 338.1525:1 353.1757:7,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,MassBank,0,0.006842248551877972,37
Diflufenican,[M-H]-,393.066802978516,C19H11F5N2O2,161.022:203 162.023:18 185.05:73 186.036:21 186.056:12 212.034:17 218.042:22 229.043:33 232.037:19 238.048:120 239.05:10 239.055:11 252.043:330 253.046:33 270.031:12 270.044:12 272.05:1000 273.054:125 274.055:11 289.063:11 309.063:27 325.057:23 328.063:13 329.07:36 345.068:12 353.054:36 373.055:14,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,MoNA,1,0.006829534545442155,24
Diflufenican,[M-H]-,393.0668,C19H11F5N2O2,161.0221:202 162.0228:18 185.0501:73 186.0364:21 186.0562:12 210.0531:9 212.0341:16 218.0418:21 229.0429:32 232.0373:19 238.0478:119 239.0499:10 239.0548:11 252.0434:329 253.0463:33 270.031:11 270.044:12 272.0501:999 273.054:124 274.0553:11 289.063:11 302.057:9 309.0631:26 325.0573:23 328.063:12 329.0699:35 345.068:11 353.0536:35 373.0552:14 373.0636:9,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,MassBank,1,0.006823395636744994,26
"Massbank:AU231559 Diflufenican|N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",M-H,393.067,C19H11F5N2O2,161.022095:7020.0 162.022797:628.0 185.050095:2536.0 186.036407:736.0 186.056198:420.0 210.053101:328.0 212.034103:584.0 218.041794:760.0 229.042892:1136.0 232.037292:664.0 238.047806:4156.0 239.049896:348.0 239.054794:396.0 252.043396:11432.0 253.046295:1156.0 270.031006:416.0 270.044006:424.0 272.05011:34660.0 273.053986:4336.0 274.055298:396.0 289.062988:396.0 302.057007:320.0 309.06311:924.0 325.057312:804.0 328.062988:444.0 329.069885:1232.0 345.067993:416.0 353.053589:1240.0 373.055206:488.0 373.063599:324.0,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,GNPS,1,0.0068207589831295115,26
2-chloro-4-fluoro-N-[(E)-2-phenylethenyl]sulfonylbenzamide,[M-H]-,338.0059,C15H11ClFNO3S,61.9705:4 63.9624:6 77.9655:7 79.9812:16 80.9652:3 91.0553:5 101.0397:195 105.9604:3 116.0506:15 117.0346:35 119.0502:999 128.9913:14 136.0204:4 153.9868:2 165.0014:1 167.0172:6 171.9971:187 183.0122:9 183.9874:3 199.9823:2 208.0077:4 238.0674:36 247.0334:1 302.0299:4 338.0061:26,O=C(NS(=O)(=O)C=Cc1ccccc1)c1ccc(F)cc1Cl,MassBank,0,0.00680858897415253,22
8-[(2-chloro-4-fluorophenyl)methylthio]-9-methylhydropurin-6-one CollisionEnergy:102040,M-H,323.017,C13H10ClFN4OS,57.975052:4401.0 66.759666:2470.0 80.660637:2309.0 82.420853:3882.0 83.908089:2427.0 88.874191:3100.0 108.547653:2473.0 126.002327:2447.0 146.960007:2733.0 147.031204:3299.0 149.046799:85990.0 174.956741:3751.0 179.003387:32814.0 180.011246:2069933.0 191.415588:2305.0 192.989349:15148.0 230.985138:4368.0 258.982086:12871.0 269.438751:2934.0 282.979187:3155.0 309.127716:3045.0 323.017822:260783.0,Cn1c(SCc2ccc(F)cc2Cl)nc2c(O)ncnc21,GNPS,0,0.006751838792603338,20
Perfluorobutanesulfonic acid,M-H,298.827,C4HF9O3S,77.2043:2100.0 78.886803:26000.0 78.926804:12000.0 79.924797:2200000.0 80.884003:62000.0 80.932198:18000.0 82.922096:5900.0 82.9272:260000.0 82.980797:2400.0 83.016403:15000.0 84.9561:41000.0 84.994904:16000.0 85.031197:5400.0 86.973503:18000.0 87.009804:9400.0 95.011703:3600.0 96.920898:18000.0 96.990402:14000.0 97.026703:16000.0 97.492401:1800.0 98.915901:1400000.0 98.968697:16000.0 99.005402:18000.0 99.719597:2300.0 101.020302:2900.0 101.213402:2000.0 106.876999:2100.0 107.007202:3600.0 109.022102:10000.0 111.000603:5000.0 111.036903:12000.0 112.979301:19000.0 113.015602:11000.0 114.993896:27000.0 115.030403:2300.0 116.693199:3200.0 116.972397:5400.0 118.945:110000.0 121.017799:3300.0 122.995598:2900.0 123.032204:11000.0 125.046799:2500.0 126.854401:64000.0 127.025497:3300.0 136.010803:2400.0 136.968506:2100.0 137.043304:5900.0 139.021194:3400.0 139.057693:8200.0 144.853806:9400.0 149.037796:2300.0 151.016205:5200.0 151.052505:11000.0 153.031296:6200.0 155.008896:2800.0 155.045898:10000.0 159.017899:3300.0 163.048203:2400.0 163.983505:4400.0 165.063797:7300.0 166.926102:4600.0 167.041397:3200.0 167.078293:7300.0 168.922806:150000.0 171.034607:19000.0 173.049301:2600.0 175.078003:2300.0 177.059402:7000.0 179.036697:11000.0 179.072906:13000.0 181.088806:2700.0 183.009506:2500.0 183.0298:3700.0 183.066406:11000.0 185.046204:19000.0 187.002197:15000.0 191.069107:12000.0 193.047699:6300.0 193.084106:79000.0 194.910202:15000.0 195.062805:14000.0 199.018799:2800.0 199.055099:15000.0 205.043594:9800.0 209.035995:11000.0 209.072098:11000.0 210.875793:120000.0 210.995804:27000.0 211.030899:26000.0 211.049393:8400.0 211.088196:78000.0 214.911102:24000.0 216.812103:3000.0 218.900696:41000.0 218.916306:3500.0 219.016907:13000.0 219.052994:14000.0 221.031799:76000.0 221.068405:3000.0 223.048203:31000.0 227.0215:4200.0 231.011002:3100.0 232.894501:7600.0 236.044296:3500.0 237.035904:8800.0 237.057205:220000.0 237.093597:28000.0 238.904099:3700.0 239.033707:8500.0 249.015198:2900.0 254.083801:4500.0 254.849899:7600.0 254.911102:3200.0 254.966904:49000.0 255.002808:63000.0 255.039398:21000.0 255.061707:160000.0 255.097305:30000.0 262.992798:13000.0 263.024689:9300.0 263.064697:5700.0 267.019501:25000.0 278.876007:3600.0 281.029999:120000.0 281.065186:36000.0 298.023712:15000.0 298.059601:24000.0 298.827087:36000000.0 299.035492:560000.0 299.070007:160000.0,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.006691094736305924,30
"Massbank:LU004954 Fludioxonil|4-(2,2-difluoro-1,3-benzodioxol-4-yl)-1H-pyrrole-3-carbonitrile",M-H,247.033,C12H6F2N2O2,50.003399:85230.296875 64.006699:29641.0 65.014503:398390.0 65.998497:65172.300781 70.993896:277445.09375 89.014503:911682.625 89.039703:328289.0 94.993896:212729.203125 100.018997:22247.5 102.034897:22638.599609 114.034897:126476.703125 115.030098:74955.398438 117.045998:21934.300781 124.019203:77659.796875 126.034897:7346858.5 127.030098:345466.3125 130.029907:59218.0 139.029999:145828.796875 141.046005:196655.0 142.029907:31879.099609 143.024704:21363.900391 144.025497:88174.203125 145.040802:105689.796875 151.030106:2419391.0 152.037994:536442.875 153.045807:1253326.875 154.029602:147970.203125 155.025208:99898.296875 163.030197:52022.398438 167.024704:44112.300781 169.040695:2725965.0 170.024704:82049.703125 171.036407:193791.796875 172.020493:92554.796875 179.025101:1091271.125 180.032898:8638456.0 181.040695:3050378.25 183.020401:34941.398438 183.036301:217540.703125 195.019897:189757.296875 197.035599:1415306.875 198.023605:69409.898438 199.031296:841247.375 200.039307:61225.601562 207.019699:154504.296875 220.021606:50283.0 227.026199:182657.203125 247.032394:13772077.0,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,GNPS,1,0.006665774072771145,22
Halometasone,[M-H]-,443.143402099609,C22H27ClF2O5,167.026:13.0 176.047:13.0 189.055:12.0 273.069:21.0 275.109:26.0 297.094:17.0 303.103:205.0 321.114:41.0 323.109:75.0 324.056:57.0 333.115:12.0 339.079:60.0 341.058:17.0 341.12:20.0 342.066:88.0 344.062:104.0 355.073:16.0 355.114:11.0 357.09:178.0 359.085:146.0 362.073:336.0 363.117:18.0 372.075:28.0 373.123:39.0 377.096:180.0 379.091:17.0 387.1:21.0 393.129:30.0 395.122:44.0 397.102:80.0 413.134:1000.0 423.138:16.0,CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,MoNA,0,0.006659201600579075,20
Halometasone,[M-H]-,443.143402099609,C22H27ClF2O5,167.026:13 176.047:13 189.055:12 273.069:21 275.109:26 297.094:17 303.103:205 321.114:41 323.109:75 324.056:57 333.115:12 339.079:60 341.058:17 341.12:20 342.066:88 344.062:104 355.073:16 355.114:11 357.09:178 359.085:146 362.073:336 363.117:18 372.075:28 373.123:39 377.096:180 379.091:17 387.1:21 393.129:30 395.122:44 397.102:80 413.134:1000 423.138:16,CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,MoNA,0,0.006659201600579075,20
Fludioxonil,[M-H]-,247.032501220703,C12H6F2N2O2,65.014:29 70.994:20 89.014:66 89.04:24 94.994:15 126.035:533 127.03:25 139.03:11 141.046:14 151.03:176 152.038:39 153.046:91 154.03:11 169.041:198 171.036:14 179.025:79 180.033:627 181.041:221 183.036:16 195.02:14 197.036:103 199.031:61 207.02:11 227.026:13 247.032:1000,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,MoNA,1,0.006648774095428835,17
Fludioxonil,[M-H]-,247.0325,C12H6F2N2O2,50.0034:6 64.0067:2 65.0145:28 65.9985:4 70.9939:20 89.0145:66 89.0397:23 94.9939:15 100.019:1 102.0349:1 114.0349:9 115.0301:5 117.046:1 124.0192:5 126.0349:532 127.0301:25 130.0299:4 139.03:10 141.046:14 142.0299:2 143.0247:1 144.0255:6 145.0408:7 151.0301:175 152.038:38 153.0458:90 154.0296:10 155.0252:7 163.0302:3 167.0247:3 169.0407:197 170.0247:5 171.0364:14 172.0205:6 179.0251:79 180.0329:626 181.0407:221 183.0204:2 183.0363:15 195.0199:13 197.0356:102 198.0236:5 199.0313:61 200.0393:4 207.0197:11 220.0216:3 227.0262:13 247.0324:999,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,MassBank,1,0.006618441938636602,22
SAR115740,[M-H]-,400.126708984375,C24H17F2N3O,75.024:1000 95.03:187 114.035:30 126.035:736 129.046:77 130.054:23 134.041:26 146.041:17 157.041:264 170.041:11 220.057:13,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,MoNA,0,0.006613002994305512,11
"Massbank:LU035051 Hydramethylnon|N-[[(1E,4E)-1,5-bis[4-(trifluoromethyl)phenyl]penta-1,4-dien-3-ylidene]amino]-5,5-dimethyl-4,6-dihydro-1H-pyrimidin-2-amine",M-H,493.183,C25H24F6N4,145.0271:31184.0 159.042694:11515.400391 237.064301:38343.101562 255.110901:3549.300049 276.131805:93798.5 294.122589:63634.898438 296.138:552872.125 347.148987:163836.703125 353.077911:5766.899902 355.09259:37192.398438 363.093903:7359.200195 381.083313:25571.599609 383.098999:192238.5 437.120911:30921.699219 473.177399:7415.399902 493.183289:3360415.0,CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,GNPS,1,0.006586987806139762,15
